switch_id,Dataname,VerStr_Filename,d1_Filename,d1_Col_Name_Row,d1_Data_Row,d1_Ind_Col_Name,d1_Dep_Col_Name,d1_Key,d1_Style,d1_Start,d1_End,d1_Tick,d1_Comp_Start,d1_Comp_End,d1_Dep_Comp_Start,d1_Dep_Comp_End,d1_Initial_Value,d2_Filename,d2_Col_Name_Row,d2_Data_Row,d2_Ind_Col_Name,d2_Dep_Col_Name,d2_Key,d2_Style,d2_Start,d2_End,d2_Tick,d2_Comp_Start,d2_Comp_End,d2_Dep_Comp_Start,d2_Dep_Comp_End,d2_Initial_Value,Plot_Title,Ind_Title,Dep_Title,Min_Ind,Max_Ind,Scale_Ind,Min_Dep,Max_Dep,Scale_Dep,Flip_Axis,Title_Position,Key_Position,Legend_XYWidthHeight,Paper_Width_Factor,Plot_Type,Plot_Filename,Quantity,Metric,Error_Tolerance,Group_Key_Label,Group_Style,Fill_Color,Font_Interpreter
d,aerosol_agglomeration,Aerosols/aerosol_agglomeration_2_git.txt,Aerosols/aerosol_agglomeration_2.csv,1,2,Time,Exact Bin 2,Exact Bin 2,ko,0,60,,0,60,-1.00E+09,1.00E+09,0,Aerosols/aerosol_agglomeration_2_devc.csv,2,3,Time,FDS Bin 2,FDS Bin 2,k-,0,60,,0,60,-1.00E+09,1.00E+09,0,Aerosol Mass Fraction (aerosol\_agglomeration\_2),Time (s),Mass Fraction (kg/kg),0,60,1,0.00E+00,2.00E-09,1,no,0.05 0.90,West,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_agglomeration_2_bin2,Relative Error,end,0.02,Aerosols,kd,k,TeX
d,aerosol_gravitational_deposition,Aerosols/aerosol_gravitational_deposition_git.txt,Aerosols/aerosol_gravitational_deposition.csv,1,2,Time,Exact Gas 1|Exact Gas 2,Exact Gas 1|Exact Gas 2,ko|ro,0,1,,0.795,0.805,-1.00E+09,1.00E+09,0,Aerosols/aerosol_gravitational_deposition_devc.csv,2,3,Time,FDS Gas 1|FDS Gas 2,FDS Gas 1|FDS Gas 2,k-|r-,0,1,,0.795,0.805,-1.00E+09,1.00E+09,0,Aerosol Mass Fraction (aerosol\_gravitational\_deposition),Time (s),Mass Fraction (kg/kg),0,1,1,0,1.50E-05,1,no,0.05 0.90,West,,1.15,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_gravitational_deposition_gas,Relative Error,end,0.025,Aerosols,ro,r,TeX
d,aerosol_gravitational_deposition,Aerosols/aerosol_gravitational_deposition_git.txt,Aerosols/aerosol_gravitational_deposition.csv,1,2,Time,Exact Wall Top|Exact Wall Bottom,Exact Wall Top|Exact Wall Bottom,ko|ro,0,1,,0.795,0.805,-1.00E+09,1.00E+09,0,Aerosols/aerosol_gravitational_deposition_devc.csv,2,3,Time,FDS Wall Top|FDS Wall Bottom,FDS Wall Top|FDS Wall Bottom,k-|r-,0,1,,0.795,0.805,-1.00E+09,1.00E+09,0,Aerosol Surface Density (aerosol\_gravitational\_deposition),Time (s),Surface Density (kg/m^2),0,1,1,0,8.00E-08,1,no,0.05 0.90,West,,1.15,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_gravitational_deposition_wall,Relative Error,end,0.02,Aerosols,ro,r,TeX
d,aerosol_gravitational_deposition,Aerosols/aerosol_gravitational_deposition_2_git.txt,Aerosols/aerosol_gravitational_deposition_2.csv,1,2,Time,Exact Gas 1|Exact Gas 2,Exact Gas 1|Exact Gas 2,ko|ro,0,1,,0.795,0.805,-1.00E+09,1.00E+09,0,Aerosols/aerosol_gravitational_deposition_2_devc.csv,2,3,Time,FDS Gas 1|FDS Gas 2,FDS Gas 1|FDS Gas 2,k-|r-,0,1,,0.795,0.805,-1.00E+09,1.00E+09,0,Aerosol Mass Fraction (aerosol\_gravitational\_deposition\_2),Time (s),Mass Fraction (kg/kg),0,1,1,0,1.50E-05,1,no,0.05 0.90,West,,1.15,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_gravitational_deposition_2_gas,Relative Error,end,0.025,Aerosols,ro,r,TeX
d,aerosol_gravitational_deposition,Aerosols/aerosol_gravitational_deposition_2_git.txt,Aerosols/aerosol_gravitational_deposition_2.csv,1,2,Time,Exact Wall Top|Exact Wall Bottom,Exact Wall Top|Exact Wall Bottom,ko|ro,0,1,,0.795,0.805,-1.00E+09,1.00E+09,0,Aerosols/aerosol_gravitational_deposition_2_devc.csv,2,3,Time,FDS Wall Top|FDS Wall Bottom,FDS Wall Top|FDS Wall Bottom,k-|r-,0,1,,0.795,0.805,-1.00E+09,1.00E+09,0,Aerosol Surface Density (aerosol\_gravitational\_deposition\_2),Time (s),Surface Density (kg/m^2),0,1,1,0,8.00E-08,1,no,0.05 0.90,West,,1.15,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_gravitational_deposition_2_wall,Relative Error,end,0.02,Aerosols,ro,r,TeX
d,aerosol_thermophoretic_deposition,Aerosols/aerosol_thermophoretic_deposition_git.txt,Aerosols/aerosol_thermophoretic_deposition.csv,1,2,Time,Exact Gas,Exact Gas,ko,0,2,,0,2,-1.00E+09,1.00E+09,0,Aerosols/aerosol_thermophoretic_deposition_devc.csv,2,3,Time,FDS Gas,FDS Gas,k-,0,2,,0,2,-1.00E+09,1.00E+09,0,Aerosol Mass Fraction (aerosol\_thermophoretic\_deposition),Time (s),Mass Fraction (kg/kg),0,2,1,0,1.00E-05,1,no,0.05 0.90,West,,1.15,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_thermophoretic_deposition_gas,Relative Error,end,0.02,Aerosols,bs,b,TeX
d,aerosol_thermophoretic_deposition,Aerosols/aerosol_thermophoretic_deposition_git.txt,Aerosols/aerosol_thermophoretic_deposition.csv,1,2,Time,Exact Wall,Exact Wall,ko,0,2,,0,2,-1.00E+09,1.00E+09,0,Aerosols/aerosol_thermophoretic_deposition_devc.csv,2,3,Time,FDS Wall,FDS Wall,k-,0,2,,0,2,-1.00E+09,1.00E+09,0,Aerosol Surface Density (aerosol\_thermophoretic\_deposition),Time (s),Surface Density (kg/m^2),0,2,1,0,6.00E-09,1,no,0.05 0.90,West,,1.15,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_thermophoretic_deposition_wall,Relative Error,end,0.02,Aerosols,bs,b,TeX
d,aerosol_thermophoretic_deposition,Aerosols/aerosol_thermophoretic_deposition_2_git.txt,Aerosols/aerosol_thermophoretic_deposition.csv,1,2,Time,Exact Gas,Exact Gas,ko,0,2,,0,2,-1.00E+09,1.00E+09,0,Aerosols/aerosol_thermophoretic_deposition_2_devc.csv,2,3,Time,FDS Gas,FDS Gas,k-,0,2,,0,2,-1.00E+09,1.00E+09,0,Aerosol Mass Fraction (aerosol\_thermophoretic\_deposition\_2),Time (s),Mass Fraction (kg/kg),0,2,1,0,1.00E-05,1,no,0.05 0.90,West,,1.15,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_thermophoretic_deposition_2_gas,Relative Error,end,0.02,Aerosols,bs,b,TeX
d,aerosol_thermophoretic_deposition,Aerosols/aerosol_thermophoretic_deposition_2_git.txt,Aerosols/aerosol_thermophoretic_deposition.csv,1,2,Time,Exact Wall,Exact Wall,ko,0,2,,0,2,-1.00E+09,1.00E+09,0,Aerosols/aerosol_thermophoretic_deposition_2_devc.csv,2,3,Time,FDS Wall,FDS Wall,k-,0,2,,0,2,-1.00E+09,1.00E+09,0,Aerosol Surface Density (aerosol\_thermophoretic\_deposition\_2),Time (s),Surface Density (kg/m^2),0,2,1,0,6.00E-09,1,no,0.05 0.90,West,,1.15,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_thermophoretic_deposition_2_wall,Relative Error,end,0.02,Aerosols,bs,b,TeX
d,aerosol_turbulent_deposition,Aerosols/aerosol_turbulent_deposition_git.txt,Aerosols/aerosol_turbulent_deposition.csv,1,2,Time,Exact Wall 1,Exact Wall 1,ko,0,1,,0,1,-1.00E+09,1.00E+09,0,Aerosols/aerosol_turbulent_deposition_devc.csv,2,3,Time,FDS Wall 1,FDS Wall 1,k-,0,1,,0,1,-1.00E+09,1.00E+09,0,Aerosol Surface Density (aerosol\_turbulent\_deposition),Time (s),Surface Density (kg/m^2),0,1,1,0,2.00E-14,1,no,0.05 0.90,SouthEast,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_turbulent_deposition_1_wall,Relative Error,end,0.02,Aerosols,g^,g,TeX
d,aerosol_turbulent_deposition,Aerosols/aerosol_turbulent_deposition_git.txt,Aerosols/aerosol_turbulent_deposition.csv,1,2,Time,Exact Wall 2,Exact Wall 2,ko,0,1,,0,1,-1.00E+09,1.00E+09,0,Aerosols/aerosol_turbulent_deposition_devc.csv,2,3,Time,FDS Wall 2,FDS Wall 2,k-,0,1,,0,1,-1.00E+09,1.00E+09,0,Aerosol Surface Density (aerosol\_turbulent\_deposition),Time (s),Surface Density (kg/m^2),0,1,1,0,4.00E-08,1,no,0.05 0.90,SouthEast,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_turbulent_deposition_2_wall,Relative Error,end,0.02,Aerosols,g^,g,TeX
d,aerosol_turbulent_deposition,Aerosols/aerosol_turbulent_deposition_git.txt,Aerosols/aerosol_turbulent_deposition.csv,1,2,Time,Exact Wall 3,Exact Wall 3,ko,0,1,,0,1,-1.00E+09,1.00E+09,0,Aerosols/aerosol_turbulent_deposition_devc.csv,2,3,Time,FDS Wall 3,FDS Wall 3,k-,0,1,,0,1,-1.00E+09,1.00E+09,0,Aerosol Surface Density (aerosol\_turbulent\_deposition),Time (s),Surface Density (kg/m^2),0,1,1,0,4.00E-07,1,no,0.05 0.90,SouthEast,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/aerosol_turbulent_deposition_3_wall,Relative Error,end,0.02,Aerosols,g^,g,TeX
d,soot_oxidation_wall,Aerosols/soot_oxidation_wall_git.txt,Aerosols/soot_oxidation_wall_analytic.csv,1,2,Time,Mass,Ideal,k-,0,15,,0,15,-1.00E+09,1.00E+09,0,Aerosols/soot_oxidation_wall_devc.csv,2,3,Time,SOOT W,FDS,r-,0,15,,0,15,-1.00E+09,1.00E+09,0,Deposited Soot Mass (soot\_oxidation\_wall),Time (s),Mass (kg),9,12,1,0,1.20E-04,1,no,0.05 0.90,SouthEast,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/soot_oxidation_mass,Absolute Error,end,0.000001,Aerosols,b^,b,TeX
d,soot_oxidation_wall,Aerosols/soot_oxidation_wall_git.txt,Aerosols/soot_oxidation_wall_analytic.csv,1,2,Time,Energy,Ideal,k-,0,15,,0,15,-1.00E+09,1.00E+09,0,Aerosols/soot_oxidation_wall_devc.csv,2,3,Time,E,FDS,r-,0,15,,0,15,-1.00E+09,1.00E+09,0,Energy Release (soot\_oxidation\_wall),Time (s),Energy (kJ),9,12,1,0,4.00E+00,1,no,0.05 0.90,SouthEast,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/soot_oxidation_energy,Relative Error,end,0.001,Aerosols,b^,b,TeX
d,soot_oxidation_wall,Aerosols/soot_oxidation_wall_git.txt,Aerosols/soot_oxidation_wall_analytic.csv,1,2,Time,CO2,Ideal,k-,0,15,,0,15,-1.00E+09,1.00E+09,0,Aerosols/soot_oxidation_wall_devc.csv,2,3,Time,CO2 G,FDS,r-,0,15,,0,15,-1.00E+09,1.00E+09,0,CO_2 Produced (soot\_oxidation\_wall),Time (s),Mass (kg),9,12,1,0,4.00E-04,1,no,0.05 0.90,SouthEast,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/soot_oxidation_co2,Relative Error,end,0.001,Aerosols,b^,b,TeX
d,soot_oxidation_wall,Aerosols/soot_oxidation_wall_git.txt,Aerosols/soot_oxidation_wall_analytic.csv,1,2,Time,H2O,Ideal,k-,0,15,,0,15,-1.00E+09,1.00E+09,0,Aerosols/soot_oxidation_wall_devc.csv,2,3,Time,H2O G,FDS,r-,0,15,,0,15,-1.00E+09,1.00E+09,0,H_2O Produced,Time (s),Mass (kg),9,12,1,0,1.00E-05,1,no,0.05 0.90,SouthEast,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/soot_oxidation_h2o,Relative Error,end,0.001,Aerosols,b^,b,TeX
d,ashrae7_fixed_flow,HVAC/ashrae7_fixed_flow_git.txt,HVAC/ashrae_7_exp.csv,1,2,Time,Duct 1|Duct 2|Duct 3|Duct 4|Duct 5|Duct 56|Duct 6|Duct 7,Ideal 1|Ideal 2|Ideal 3|Ideal 4|Ideal 5|Ideal 56|Ideal 6|Ideal 7,ko|ro|bo|go|mo|co|yo|ks,0,100000,,0,100000,-1.00E+09,1.00E+09,0,HVAC/ashrae7_fixed_flow_devc.csv,2,3,Time,Duct 1|Duct 2|Duct 3|Duct 4|Duct 5|Duct 56|Duct 6|Duct 7,FDS 1|FDS 2|FDS 3|FDS 4|FDS 5|FDS 56|FDS 6|FDS 7,k-|r-|b-|g-|m-|c-|y-|k--,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Pressure (ashrae7\_fixed\_flow),Time (s),Pressure (Pa),0,30,1,0,1000,1,no,0.05 0.90,SouthWest,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/ashrae7_fixed_flow,Relative Error,end,0.01,HVAC,ms,m,TeX
d,ashrae7_quadratic,HVAC/ashrae7_quadratic_git.txt,HVAC/ashrae_7_exp.csv,1,2,Time,Duct 1|Duct 2|Duct 3|Duct 4|Duct 5|Duct 56|Duct 6|Duct 7,Ideal 1|Ideal 2|Ideal 3|Ideal 4|Ideal 5|Ideal 56|Ideal 6|Ideal 7,ko|ro|bo|go|mo|co|yo|ks,0,100000,,0,100000,-1.00E+09,1.00E+09,0,HVAC/ashrae7_quadratic_devc.csv,2,3,Time,Duct 1|Duct 2|Duct 3|Duct 4|Duct 5|Duct 56|Duct 6|Duct 7,FDS 1|FDS 2|FDS 3|FDS 4|FDS 5|FDS 56|FDS 6|FDS 7,k-|r-|b-|g-|m-|c-|y-|k--,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Pressure (ashrae7\_quadratic),Time (s),Pressure (Pa),0,30,1,0,1000,1,no,0.05 0.90,SouthWest,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/ashrae7_quadratic,Relative Error,end,0.01,HVAC,ms,m,TeX
d,ashrae7_table,HVAC/ashrae7_table_git.txt,HVAC/ashrae_7_exp.csv,1,2,Time,Duct 1|Duct 2|Duct 3|Duct 4|Duct 5|Duct 56|Duct 6|Duct 7,Ideal 1|Ideal 2|Ideal 3|Ideal 4|Ideal 5|Ideal 56|Ideal 6|Ideal 7,ko|ro|bo|go|mo|co|yo|ks,0,100000,,0,100000,-1.00E+09,1.00E+09,0,HVAC/ashrae7_table_devc.csv,2,3,Time,Duct 1|Duct 2|Duct 3|Duct 4|Duct 5|Duct 56|Duct 6|Duct 7,FDS 1|FDS 2|FDS 3|FDS 4|FDS 5|FDS 56|FDS 6|FDS 7,k-|r-|b-|g-|m-|c-|y-|k--,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Pressure (ashrae7\_table),Time (s),Pressure (Pa),0,30,1,0,1000,1,no,0.05 0.90,SouthWest,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/ashrae7_table,Relative Error,end,0.01,HVAC,ms,m,TeX
d,aspiration_detector,Detectors/aspiration_detector_git.txt,Detectors/aspiration_detector.csv,1,2,Time,ideal,Ideal Value,ko,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Detectors/aspiration_detector_devc.csv,2,3,Time,asp1,FDS (asp1),k-,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Obscuration (aspiration\_detector),Time (s),Obscuration (%/m),0,200,1,0,100,1,no,0.05 0.90,SouthEast,,1,linear,FDS_User_Guide/SCRIPT_FIGURES/aspiration_detector,Relative Error,end,0.02,Detectors,kd,k,TeX
d,bound_test_1,Species/bound_test_1_git.txt,Species/bound_test_1.csv,1,2,Time,F1|A1|P1|F2|A2|P2|Sum,F1|A1|P1|F2|A2|P2|Sum,ko|ro|bo|go|mo|co|k+,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Species/bound_test_1_devc.csv,2,3,Time,XF1|XA1|XP1|XF2|XA2|XP2|SUM,FDS F1|FDS A1|FDS P1|FDS F2|FDS A2|FDS P2|FDS SUM,k-|r-|b-|g-|m-|c-|k--,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Boundedness Test (bound\_test\_1),Time (s),Volume Fraction,0,1,1,0,1.05,1,no,0.05 0.90,EastOutside,,1.3,linear,FDS_Verification_Guide/SCRIPT_FIGURES/bound_test_1,Absolute Error,end,0.001,Species,kd,k,TeX
d,bound_test_2,Species/bound_test_2_git.txt,Species/bound_test_2.csv,1,2,Time,F1|F2|A1|A2|P1|P2|P3|Sum,F1|F2|A1|A2|P1|P2|P3|Sum,ko|ro|bo|go|mo|co|yo|k+,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Species/bound_test_2_devc.csv,2,3,Time,XF1|XF2|XA1|XA2|XP1|XP2|XP3|SUM,FDS F1|FDS F2|FDS A1|FDS A2|FDS P1|FDS P2|FDS P3|FDS SUM,k-|r-|b-|g-|m-|c-|y-|k--,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Boundedness Test (bound\_test\_2),Time (s),Volume Fraction,0,1,1,0,1.05,1,no,0.05 0.90,EastOutside,,1.3,linear,FDS_Verification_Guide/SCRIPT_FIGURES/bound_test_2,Absolute Error,end,0.001,Species,kd,k,TeX
d,back_wall_test,Heat_Transfer/back_wall_test_git.txt,Heat_Transfer/back_wall_test_devc.csv,2,3,Time,Flux_in,Heat Flux In,k-,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Heat_Transfer/back_wall_test_devc.csv,2,3,Time,Flux_out,Heat Flux Out,k--,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Heat Flux (back\_wall\_test),Time (min),Heat Flux (kW/m^2),0,60,60,0,20,1,no,0.05 0.90,SouthEast,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/back_wall_test_flux,Relative Error,end,0.005,Heat Transfer,r^,r,TeX
d,back_wall_test,Heat_Transfer/back_wall_test_git.txt,Heat_Transfer/back_wall_test_devc.csv,2,3,Time,Temp_thin,Zero cell thick obstruction,k-,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Heat_Transfer/back_wall_test_devc.csv,2,3,Time,Temp_thick,One cell thick obstruction,k--,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Heat Flux (back\_wall\_test),Time (min),Temperature (\circC),0,60,60,0,500,1,no,0.05 0.90,SouthEast,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/back_wall_test_temp,Relative Error,end,0.005,Heat Transfer,r^,r,TeX
d,box_burn_away1,Fires/box_burn_away1_git.txt,Fires/box_burn_away.csv,1,2,Time,Mass (kg),Ideal,ko,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Fires/box_burn_away1_devc.csv,2,3,Time,Mass fuel,FDS (fuel),k-,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Pyrolyzed Mass (box\_burn\_away1),Time (s),Mass (kg),0,30,1,0,1.5,1,no,0.05 0.90,East,,1,linear,FDS_User_Guide/SCRIPT_FIGURES/box_burn_away1,Relative Error,end,0.02,Fires,r*,r,TeX
d,box_burn_away1_pyro3d_vs_pyro1d,Fires/box_burn_away1_pyro3d_vs_pyro1d_git.txt,Fires/box_burn_away.csv,1,2,Time,Mass (kg),Ideal,ko,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Fires/box_burn_away1_pyro3d_vs_pyro1d_devc.csv,2,3,Time,MASS 1D|MASS 3D,PYRO1D (fuel)|PYRO3D (fuel),k--|k-,0,100000,,0,100000,-1.00E+09,1.00E+09,0,Pyrolyzed Mass (box\_burn\_away1\_pyro3d\_vs\_pyro1d),Time (s),Mass (kg),0,30,1,0,1.5,1,no,0.05 0.90,East,,1,linear,FDS_Verification_Guide/SCRIPT_FIGURES/box_burn_away1_pyro3d_vs_pyro1d,Relative Error,end_1_2,0.01,Fires,r*,r,TeX
