s,C
1.09E+02,3.80E+02
1.10E+02,3.80E+02
1.11E+02,3.80E+02
1.12E+02,3.80E+02
1.13E+02,3.80E+02
1.14E+02,3.80E+02
1.15E+02,3.80E+02
1.16E+02,3.80E+02
1.17E+02,3.80E+02
1.18E+02,3.80E+02
1.19E+02,3.80E+02
1.20E+02,3.80E+02
1.21E+02,3.80E+02
1.22E+02,3.80E+02
1.23E+02,3.80E+02
1.24E+02,3.80E+02
1.25E+02,3.80E+02
1.26E+02,3.80E+02
1.27E+02,3.80E+02
1.28E+02,3.80E+02
1.29E+02,3.80E+02
1.30E+02,3.80E+02
1.31E+02,3.80E+02
1.32E+02,3.80E+02
1.33E+02,3.80E+02
1.34E+02,3.80E+02
1.35E+02,3.80E+02
1.36E+02,3.80E+02
1.37E+02,3.80E+02
1.38E+02,3.80E+02
1.39E+02,3.80E+02
1.40E+02,3.80E+02
1.41E+02,3.80E+02
1.42E+02,3.80E+02
1.43E+02,3.80E+02
1.44E+02,3.80E+02
1.45E+02,3.80E+02
1.46E+02,3.80E+02
1.47E+02,3.80E+02
1.48E+02,3.80E+02
1.49E+02,3.80E+02
1.50E+02,3.80E+02
1.51E+02,3.80E+02
1.52E+02,3.80E+02
1.53E+02,3.80E+02
1.54E+02,3.80E+02
1.55E+02,3.80E+02
1.56E+02,3.80E+02
1.57E+02,3.80E+02
1.58E+02,3.80E+02
1.59E+02,3.80E+02
1.60E+02,3.80E+02
1.61E+02,3.80E+02
1.62E+02,3.80E+02
1.63E+02,3.80E+02
1.64E+02,3.80E+02
1.65E+02,3.80E+02
1.66E+02,3.80E+02
1.67E+02,3.80E+02
1.68E+02,3.80E+02
1.69E+02,3.80E+02
1.70E+02,3.80E+02
1.71E+02,3.80E+02
1.72E+02,3.80E+02
1.73E+02,3.80E+02
1.74E+02,3.80E+02
1.75E+02,3.80E+02
1.76E+02,3.80E+02
1.77E+02,3.80E+02
1.78E+02,3.80E+02
1.79E+02,3.80E+02
1.80E+02,3.80E+02
1.81E+02,3.80E+02
1.82E+02,3.80E+02
1.83E+02,3.80E+02
1.84E+02,3.80E+02
1.85E+02,3.80E+02
1.86E+02,3.80E+02
1.87E+02,3.80E+02
1.88E+02,3.80E+02
1.89E+02,3.80E+02
1.90E+02,3.80E+02
1.91E+02,3.80E+02
1.92E+02,3.80E+02
1.93E+02,3.80E+02
1.94E+02,3.80E+02
1.95E+02,3.80E+02
1.96E+02,3.80E+02
1.97E+02,3.80E+02
1.98E+02,3.80E+02
1.99E+02,3.80E+02
2.00E+02,3.80E+02
2.01E+02,3.80E+02
2.02E+02,3.80E+02
2.03E+02,3.80E+02
2.04E+02,3.80E+02
2.05E+02,3.80E+02
2.06E+02,3.80E+02
2.07E+02,3.80E+02
2.08E+02,3.80E+02
2.09E+02,3.80E+02
2.10E+02,3.80E+02
2.11E+02,3.80E+02
2.12E+02,3.80E+02
2.13E+02,3.80E+02
2.14E+02,3.80E+02
2.15E+02,3.80E+02
2.16E+02,3.80E+02
2.17E+02,3.80E+02
2.18E+02,3.80E+02
2.19E+02,3.80E+02
2.20E+02,3.80E+02
2.21E+02,3.80E+02
2.22E+02,3.80E+02
2.23E+02,3.80E+02
2.24E+02,3.80E+02
2.25E+02,3.80E+02
2.26E+02,3.80E+02
2.27E+02,3.80E+02
2.28E+02,3.80E+02
2.29E+02,3.80E+02
2.30E+02,3.80E+02
2.31E+02,3.80E+02
2.32E+02,3.80E+02
2.33E+02,3.80E+02
2.34E+02,3.80E+02
2.35E+02,3.80E+02
2.36E+02,3.80E+02
2.37E+02,3.80E+02
2.38E+02,3.80E+02
2.39E+02,3.80E+02
2.40E+02,3.80E+02
2.41E+02,3.80E+02
2.42E+02,3.80E+02
2.43E+02,3.80E+02
2.44E+02,3.80E+02
2.45E+02,3.80E+02
2.46E+02,3.80E+02
2.47E+02,3.80E+02
2.48E+02,3.80E+02
2.49E+02,3.80E+02
2.50E+02,3.80E+02
2.51E+02,3.80E+02
2.52E+02,3.80E+02
2.53E+02,3.80E+02
2.54E+02,3.80E+02
2.55E+02,3.80E+02
2.56E+02,3.80E+02
2.57E+02,3.80E+02
2.58E+02,3.80E+02
2.59E+02,3.80E+02
2.60E+02,3.80E+02
2.61E+02,3.80E+02
2.62E+02,3.80E+02
2.63E+02,3.80E+02
2.64E+02,3.80E+02
2.65E+02,3.80E+02
2.66E+02,3.80E+02
2.67E+02,3.80E+02
2.68E+02,3.80E+02
2.69E+02,3.80E+02
2.70E+02,3.80E+02
2.71E+02,3.80E+02
2.72E+02,3.80E+02
2.73E+02,3.80E+02
2.74E+02,3.80E+02
2.75E+02,3.80E+02
2.76E+02,3.80E+02
2.77E+02,3.80E+02
2.78E+02,3.80E+02
2.79E+02,3.80E+02
2.80E+02,3.80E+02
2.81E+02,3.80E+02
2.82E+02,3.80E+02
2.83E+02,3.80E+02
2.84E+02,3.80E+02
2.85E+02,3.80E+02
2.86E+02,3.80E+02
2.87E+02,3.80E+02
2.88E+02,3.80E+02
2.89E+02,3.80E+02
2.90E+02,3.80E+02
2.91E+02,3.80E+02
2.92E+02,3.80E+02
2.93E+02,3.80E+02
2.94E+02,3.80E+02
2.95E+02,3.80E+02
2.96E+02,3.80E+02
2.97E+02,3.80E+02
2.98E+02,3.80E+02
2.99E+02,3.80E+02
3.00E+02,3.80E+02
3.01E+02,3.80E+02
3.02E+02,3.80E+02
3.03E+02,3.80E+02
3.04E+02,3.80E+02
3.05E+02,3.80E+02
3.06E+02,3.80E+02
3.07E+02,3.80E+02
3.08E+02,3.80E+02
3.09E+02,3.80E+02
3.10E+02,3.80E+02
3.11E+02,3.80E+02
3.12E+02,3.80E+02
3.13E+02,3.80E+02
3.14E+02,3.80E+02
3.15E+02,3.80E+02
3.16E+02,3.80E+02
3.17E+02,3.80E+02
3.18E+02,3.80E+02
3.19E+02,3.80E+02
3.20E+02,3.80E+02
3.21E+02,3.80E+02
3.22E+02,3.80E+02
3.23E+02,3.80E+02
3.24E+02,3.80E+02
3.25E+02,3.80E+02
3.26E+02,3.80E+02
3.27E+02,3.80E+02
3.28E+02,3.80E+02
3.29E+02,3.80E+02
3.30E+02,3.80E+02
3.31E+02,3.80E+02
3.32E+02,3.80E+02
3.33E+02,3.80E+02
3.34E+02,3.80E+02
3.35E+02,3.80E+02
3.36E+02,3.80E+02
3.37E+02,3.80E+02
3.38E+02,3.80E+02
3.39E+02,3.80E+02
3.40E+02,3.80E+02
3.41E+02,3.80E+02
3.42E+02,3.80E+02
3.43E+02,3.80E+02
3.44E+02,3.80E+02
3.45E+02,3.80E+02
3.46E+02,3.80E+02
3.47E+02,3.80E+02
3.48E+02,3.80E+02
3.49E+02,3.80E+02
3.50E+02,3.80E+02
3.51E+02,3.80E+02
3.52E+02,3.80E+02
3.53E+02,3.80E+02
3.54E+02,3.80E+02
3.55E+02,3.80E+02
3.56E+02,3.80E+02
3.57E+02,3.80E+02
3.58E+02,3.80E+02
3.59E+02,3.80E+02
3.60E+02,3.80E+02
3.61E+02,3.80E+02
3.62E+02,3.80E+02
3.63E+02,3.80E+02
3.64E+02,3.80E+02
3.65E+02,3.80E+02
3.66E+02,3.80E+02
3.67E+02,3.80E+02
3.68E+02,3.80E+02
3.69E+02,3.80E+02
3.70E+02,3.80E+02
3.71E+02,3.80E+02
3.72E+02,3.80E+02
3.73E+02,3.80E+02
3.74E+02,3.80E+02
3.75E+02,3.80E+02
3.76E+02,3.80E+02
3.77E+02,3.80E+02
3.78E+02,3.80E+02
3.79E+02,3.80E+02
3.80E+02,3.80E+02
3.81E+02,3.80E+02
3.82E+02,3.80E+02
3.83E+02,3.80E+02
3.84E+02,3.80E+02
3.85E+02,3.80E+02
3.86E+02,3.80E+02
3.87E+02,3.80E+02
3.88E+02,3.80E+02
3.89E+02,3.80E+02
3.90E+02,3.80E+02
3.91E+02,3.80E+02
3.92E+02,3.80E+02
3.93E+02,3.80E+02
3.94E+02,3.80E+02
3.95E+02,3.80E+02
3.96E+02,3.80E+02
3.97E+02,3.80E+02
3.98E+02,3.80E+02
3.99E+02,3.80E+02
4.00E+02,3.80E+02
4.01E+02,3.80E+02
4.02E+02,3.80E+02
4.03E+02,3.80E+02
4.04E+02,3.80E+02
4.05E+02,3.80E+02
4.06E+02,3.80E+02
4.07E+02,3.80E+02
4.08E+02,3.80E+02
4.09E+02,3.80E+02
4.10E+02,3.80E+02
4.11E+02,3.80E+02
4.12E+02,3.80E+02
4.13E+02,3.80E+02
4.14E+02,3.80E+02
4.15E+02,3.80E+02
4.16E+02,3.80E+02
4.17E+02,3.80E+02
4.18E+02,3.80E+02
4.19E+02,3.80E+02
4.20E+02,3.80E+02
4.21E+02,3.80E+02
4.22E+02,3.80E+02
4.23E+02,3.80E+02
4.24E+02,3.80E+02
4.25E+02,3.80E+02
4.26E+02,3.80E+02
4.27E+02,3.80E+02
4.28E+02,3.80E+02
4.29E+02,3.80E+02
4.30E+02,3.80E+02
4.31E+02,3.80E+02
4.32E+02,3.80E+02
4.33E+02,3.80E+02
4.34E+02,3.80E+02
4.35E+02,3.80E+02
4.36E+02,3.80E+02
4.37E+02,3.80E+02
4.38E+02,3.80E+02
4.39E+02,3.80E+02
4.40E+02,3.80E+02
4.41E+02,3.80E+02
4.42E+02,3.80E+02
4.43E+02,3.80E+02
4.44E+02,3.80E+02
4.45E+02,3.80E+02
4.46E+02,3.80E+02
4.47E+02,3.80E+02
4.48E+02,3.80E+02
4.49E+02,3.80E+02
4.50E+02,3.80E+02
4.51E+02,3.80E+02
4.52E+02,3.80E+02
4.53E+02,3.80E+02
4.54E+02,3.80E+02
4.55E+02,3.80E+02
4.56E+02,3.80E+02
4.57E+02,3.80E+02
4.58E+02,3.80E+02
4.59E+02,3.80E+02
4.60E+02,3.80E+02
4.61E+02,3.80E+02
4.62E+02,3.80E+02
4.63E+02,3.80E+02
4.64E+02,3.80E+02
4.65E+02,3.80E+02
4.66E+02,3.80E+02
4.67E+02,3.80E+02
4.68E+02,3.80E+02
4.69E+02,3.80E+02
4.70E+02,3.80E+02
4.71E+02,3.80E+02
4.72E+02,3.80E+02
4.73E+02,3.80E+02
4.74E+02,3.80E+02
4.75E+02,3.80E+02
4.76E+02,3.80E+02
4.77E+02,3.80E+02
4.78E+02,3.80E+02
4.79E+02,3.80E+02
4.80E+02,3.80E+02
4.81E+02,3.80E+02
4.82E+02,3.80E+02
4.83E+02,3.80E+02
4.84E+02,3.80E+02
4.85E+02,3.80E+02
4.86E+02,3.80E+02
4.87E+02,3.80E+02
4.88E+02,3.80E+02
4.89E+02,3.80E+02
4.90E+02,3.80E+02
4.91E+02,3.80E+02
4.92E+02,3.80E+02
4.93E+02,3.80E+02
4.94E+02,3.80E+02
4.95E+02,3.80E+02
4.96E+02,3.80E+02
4.97E+02,3.80E+02
4.98E+02,3.80E+02
4.99E+02,3.80E+02
5.00E+02,3.80E+02
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
